company_name
Apple Inc.
Apple Computer Inc.
Apple Computer
Apple
Apple Incorporated
Microsoft Corporation
Microsoft Corp
Microsoft Corp.
Microsoft
Microsoft Company
Google LLC
Google Inc.
Google
Alphabet Inc.
Alphabet
Amazon.com Inc.
Amazon Inc.
Amazon
Amazon Corporation
Amazon Web Services
Meta Platforms Inc.
Meta Platforms
Meta
Facebook Inc.
Facebook
Tesla Inc.
Tesla Motors Inc.
Tesla Motors
Tesla
Tesla Automotive
Netflix Inc.
Netflix
Netflix Entertainment
Netflix Streaming
Netflix Media
Salesforce Inc.
Salesforce.com Inc.
Salesforce
Salesforce CRM
Salesforce Corporation
Adobe Inc.
Adobe Systems Inc.
Adobe Systems
Adobe
Adobe Corporation
Oracle Corporation
Oracle Corp
Oracle
Oracle Systems
Oracle International
IBM Corporation
IBM Corp
IBM
International Business Machines
International Business Machines Corp
Intel Corporation
Intel Corp
Intel
Intel Semiconductor
Intel Technologies
Nvidia Corporation
Nvidia Corp
Nvidia
NVIDIA Corporation
NVIDIA
PayPal Holdings Inc.
PayPal Inc.
PayPal
PayPal Holdings
PayPal Services
Uber Technologies Inc.
Uber Inc.
Uber
Uber Technologies
Uber Rides
Airbnb Inc.
Airbnb
Air BNB
Airbnb Hosting
Airbnb Services
Spotify Technology S.A.
Spotify AB
Spotify
Spotify Music
Spotify Entertainment
Twitter Inc.
Twitter
Twitter Social Media
X Corp
X Corporation
Snap Inc.
Snap
Snapchat Inc.
Snapchat
Snap Interactive
LinkedIn Corporation
LinkedIn Corp
LinkedIn
LinkedIn Networking
LinkedIn Professional
Zoom Video Communications Inc.
Zoom Inc.
Zoom
Zoom Video
Zoom Communications
Slack Technologies Inc.
Slack Inc.
Slack
Slack Communication
Slack Messaging
Cisco Systems Inc.
Cisco Inc.
Cisco
Cisco Systems
Cisco Networking
Samsung Electronics
Samsung Electronics Co.
Samsung
Samsung Group
Samsung Corporation
Sony Corporation
Sony Corp
Sony
Sony Electronics
Sony Entertainment
Panasonic Corporation
Panasonic Corp
Panasonic
Panasonic Electric
Panasonic Industries
Toyota Motor Corporation
Toyota Motors
Toyota
Toyota Motor Co.
Toyota Automotive
Honda Motor Company
Honda Motors
Honda
Honda Motor Co.
Honda Automotive
Ford Motor Company
Ford Motors
Ford
Ford Motor Co.
Ford Automotive
General Motors Company
General Motors Corp
General Motors
GM Corporation
GM
Volkswagen AG
Volkswagen
VW
Volkswagen Group
Volkswagen Automotive
BMW AG
BMW
Bayerische Motoren Werke
BMW Group
BMW Automotive
Mercedes-Benz Group AG
Mercedes-Benz
Mercedes Benz
Daimler AG
Daimler
Johnson & Johnson
Johnson and Johnson
J&J
Johnson & Johnson Inc.
Johnson & Johnson Corporation
Procter & Gamble
Procter and Gamble
P&G
Procter & Gamble Co.
Procter & Gamble Company
Coca-Cola Company
Coca Cola Company
Coca-Cola
Coca Cola
The Coca-Cola Company
PepsiCo Inc.
PepsiCo
Pepsi Co
Pepsi Corporation
Pepsi
McDonald's Corporation
McDonalds Corporation
McDonald's Corp
McDonalds
McDonald's
Starbucks Corporation
Starbucks Corp
Starbucks
Starbucks Coffee
Starbucks Coffee Company
Walmart Inc.
Wal-Mart Inc.
Walmart
Wal-Mart
Walmart Stores
Target Corporation
Target Corp
Target
Target Stores
Target Retail
Costco Wholesale Corporation
Costco Wholesale
Costco
Costco Warehouse
Costco Retail
Home Depot Inc.
The Home Depot
Home Depot
Home Depot Stores
Home Depot Retail
Lowe's Companies Inc.
Lowes Companies Inc.
Lowe's
Lowes
Lowe's Home Improvement
Nike Inc.
Nike
Nike Sportswear
Nike Athletic
Nike Corporation
Adidas AG
Adidas
Adidas Group
Adidas Sportswear
Adidas Athletic
Puma SE
Puma
Puma Group
Puma Sportswear
Puma Athletic
Bank of America Corporation
Bank of America Corp
Bank of America
BofA
BoA
JPMorgan Chase & Co.
JPMorgan Chase
JP Morgan Chase
JPMorgan
J.P. Morgan
Goldman Sachs Group Inc.
Goldman Sachs Group
Goldman Sachs
Goldman Sachs & Co.
Goldman
Morgan Stanley
Morgan Stanley & Co.
Morgan Stanley Inc.
Morgan Stanley Group
Morgan Stanley Corporation
Wells Fargo & Company
Wells Fargo
Wells Fargo Bank
Wells Fargo Corporation
Wells Fargo & Co.
Citigroup Inc.
Citigroup
Citi
Citibank
Citicorp
Berkshire Hathaway Inc.
Berkshire Hathaway
Berkshire-Hathaway
Berkshire
Berkshire Hathaway Corporation
Visa Inc.
Visa
Visa International
Visa Corporation
Visa Payments
Mastercard Incorporated
Mastercard Inc.
Mastercard
MasterCard
Master Card
American Express Company
American Express
AmEx
Amex
American Express Corporation
Pfizer Inc.
Pfizer
Pfizer Pharmaceutical
Pfizer Corporation
Pfizer Industries
Moderna Inc.
Moderna
Moderna Therapeutics
Moderna Biotech
Moderna Corporation
Merck & Co. Inc.
Merck & Co.
Merck
Merck and Company
Merck Corporation
AstraZeneca PLC
AstraZeneca
Astra Zeneca
AstraZeneca Pharmaceutical
AstraZeneca Corporation
GlaxoSmithKline PLC
GlaxoSmithKline
GSK
Glaxo SmithKline
GlaxoSmithKline Corporation
ExxonMobil Corporation
ExxonMobil
Exxon Mobil
Exxon
Mobil
Chevron Corporation
Chevron Corp
Chevron
Chevron Oil
Chevron Energy
Shell plc
Royal Dutch Shell
Shell
Shell Oil
Shell Energy
BP plc
British Petroleum
BP
BP Oil
BP Energy
ConocoPhillips Company
ConocoPhillips
Conoco Phillips
Conoco
Phillips 66
Boeing Company
Boeing Corp
Boeing
Boeing Aircraft
Boeing Aerospace
Lockheed Martin Corporation
Lockheed Martin Corp
Lockheed Martin
Lockheed
Martin Marietta
Raytheon Technologies Corporation
Raytheon Technologies
Raytheon
Raytheon Company
Raytheon Industries
General Electric Company
General Electric Co.
General Electric
GE
GE Corporation
3M Company
3M
Three M Company
3M Corporation
3M Industries
Siemens AG
Siemens
Siemens Corporation
Siemens Industries
Siemens Group
Honeywell International Inc.
Honeywell International
Honeywell
Honeywell Industries
Honeywell Corporation
Caterpillar Inc.
Caterpillar
CAT
Caterpillar Industries
Caterpillar Manufacturing
Deere & Company
John Deere
Deere
Deere and Company
John Deere Corporation
Delta Air Lines Inc.
Delta Air Lines
Delta Airlines
Delta
Delta Air
United Airlines Holdings Inc.
United Airlines
United
United Airlines Inc.
United Air Lines
American Airlines Group Inc.
American Airlines
American
American Airlines Inc.
AA
Southwest Airlines Co.
Southwest Airlines
Southwest
Southwest Air
SWA
FedEx Corporation
FedEx Corp
FedEx
Federal Express
Federal Express Corporation
UPS Inc.
United Parcel Service
UPS
United Parcel Service Inc.
UPS Corporation
DHL International GmbH
DHL
DHL Express
DHL Logistics
DHL Corporation
Disney Company
Walt Disney Company
Disney
Walt Disney
The Walt Disney Company
Warner Bros. Discovery Inc.
Warner Bros Discovery
Warner Bros.
Warner Brothers
WB
Comcast Corporation
Comcast Corp
Comcast
Comcast Communications
Comcast Cable
AT&T Inc.
AT&T
American Telephone and Telegraph
ATT
AT&T Corporation
Verizon Communications Inc.
Verizon
Verizon Communications
Verizon Wireless
Verizon Corporation
T-Mobile US Inc.
T-Mobile
TMobile
T Mobile
T-Mobile USA
Hilton Worldwide Holdings Inc.
Hilton Hotels
Hilton
Hilton Worldwide
Hilton Hotels Corporation
Marriott International Inc.
Marriott International
Marriott
Marriott Hotels
Marriott Corporation
Hyatt Hotels Corporation
Hyatt Hotels
Hyatt
Hyatt Corporation
Hyatt Regency
Nestlé S.A.
Nestle S.A.
Nestlé
Nestle
Nestlé Corporation
Unilever PLC
Unilever
Unilever Corporation
Unilever Group
Unilever Industries
Kraft Heinz Company
Kraft Heinz
Kraft-Heinz
Kraft
Heinz
Mondelez International Inc.
Mondelez International
Mondelez
Mondelēz International
Mondelez Corporation
L'Oréal S.A.
L'Oreal S.A.
L'Oréal
L'Oreal
Loreal
LVMH Moët Hennessy Louis Vuitton
LVMH
Louis Vuitton Moët Hennessy
Louis Vuitton
LV
Hermès International S.A.
Hermes International S.A.
Hermès
Hermes
Hermes Group
Zara International
Zara
Inditex
Zara Fashion
Zara Retail
H&M Hennes & Mauritz AB
H&M
H and M
Hennes & Mauritz
Hennes and Mauritz
IKEA Group
IKEA
Inter IKEA Group
IKEA International
IKEA Corporation
Canon Inc.
Canon
Canon Corporation
Canon Industries
Canon Group
Nikon Corporation
Nikon Corp
Nikon
Nikon Imaging
Nikon Industries
Philips N.V.
Philips
Koninklijke Philips
Royal Philips
Philips Electronics
LG Corporation
LG
LG Group
LG Electronics
Lucky Goldstar
Lenovo Group Limited
Lenovo
Lenovo Group
Lenovo Corporation
Lenovo Technologies
Dell Technologies Inc.
Dell Inc.
Dell
Dell Computer
Dell Corporation
HP Inc.
Hewlett-Packard
HP
Hewlett Packard
HPQ
Qualcomm Incorporated
Qualcomm Inc.
Qualcomm
Qualcomm Technologies
Qualcomm Corporation
Broadcom Inc.
Broadcom
Broadcom Corporation
Broadcom Technologies
Broadcom Limited
Texas Instruments Incorporated
Texas Instruments Inc.
Texas Instruments
TI
TXN
Microsft Corporation
Gogle Inc
Amazn.com
Appel Computer
Oralce Systems
Nettflix Media
Paypal Holdings
LinkedIN Corp
Nvidea Corporation
Salesfarce Inc
Twiter Inc
Cisko Systems
Samung Electronics
Toyata Motors
Honда Motor
Volksagen Group
Mircrosoft Corp
Gooogle LLC
Teslla Motors
Spotfy Music
MSFT
AAPL
GOOGL
AMZN
TSLA
FB
NFLX
ORCL
Big Blue
The Zon
MS Corp USA
Intl Business Machines
Zuck Company
GE Co
BAC
JPM
WFC
WMT
TGT
HD
Microsawft Corp
Gugle Inc
Amajon.com
Fazebook Inc
Linkd In
NetFlix Inc
Pay Pal Holdings
SalesForce Inc
Nvidiya Corp
Orakel Systems
Spotifye Music
Tezla Motors
Sisco Systems
Toyoda Motors
Macdonalds Corp
American Standard
American General Insurance
Delta Dental
Delta Faucet Company
Target Marketing Group
Target Media
Oracle Financial Services
Apple Records Limited
Amazon Logistics LLC
Meta Financial Group
United Healthcare
United Rentals Inc
General Mills Inc
General Dynamics Corp
Continental Airlines
Continental Tire
Zoom Telephonics Inc
Domino Printing Sciences
Adobe Rent-A-Car
SpaceX
Space Exploration Technologies
Chase Bank NA
Morgan Corporation
First American Financial
Delta Community Credit Union
American Family Insurance
Hewlett Packard Enterprise
HPE
eBay Inc
YouTube LLC
Instagram Inc
WhatsApp Inc
Whole Foods Market
GitHub Inc
GitHub
Oculus VR
Beats Electronics
Waze Mobile
Nest Labs
Volkswagen Aktiengesellschaft
Bayerische Motoren Werke AG
Société Générale
Societe Generale SA
BP p.l.c.
HSBC Holdings plc
Hongkong and Shanghai Banking Corporation
SAP SE
SAP AG
Daimler-Benz AG
Fiat Chrysler Automobiles
Stellantis N.V.
"Microsoft Corporation, Redmond WA"
Apple Inc. Cupertino California
Amazon.com Inc (Seattle)
Google LLC - Mountain View
"Tesla Inc., Austin TX"
"Meta Platforms Inc, Menlo Park"
"Oracle Corporation, Austin Texas"
"IBM Corp, Armonk NY"
Intel Corporation Santa Clara
Cisco Systems San Jose CA
The Coca Cola Company Atlanta
Nike Inc Beaverton Oregon
Walmart Inc Bentonville Arkansas
Boeing Company Seattle WA
Microsoft Corp USA
BackRub Inc
Research In Motion
RIM
BlackBerry Ltd
Philip Morris Companies
Altria Group Inc
Andersen Consulting
Accenture plc
Quantum Computer Services
AOL Inc
America Online
Time Warner Inc
Apple Computer Company
CVS Health Corporation
CVS Pharmacy
CVS Caremark
Walgreens Boots Alliance
Walgreens Co
Walgreens Pharmacy
UnitedHealth Group
UnitedHealthcare
Anthem Inc
Humana Inc
Best Buy Co Inc
Best Buy
Best Buy Electronics
Circuit City
Radio Shack Corporation
RadioShack
Gap Inc
The Gap
Old Navy
Yum! Brands Inc
Yum Brands
KFC Corporation
Kentucky Fried Chicken
Taco Bell Corp
Dunkin Brands
Dunkin Donuts
Dominos Pizza Inc
Dominoes Pizza
Oracle Corp USA
Oracle America Inc
Sun Microsystems
Red Hat Inc
VMware Inc
Salesforce.com
Charles Schwab Corporation
Charles Schwab
TD Ameritrade
E*TRADE Financial
Fidelity Investments
Vanguard Group
JetBlue Airways
JetBlue
Spirit Airlines
Frontier Airlines
Alaska Airlines
